id,image path,caption,page number,chapter number,chapter name,book name,Author
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_10pg.png,no discription,10,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_11pg.png,"Schema für Bühne, Kult und Volksfest, unterschieden nach",11,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_12pg.png,no discription,12,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_13pg(1).png,no discription,13,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_13pg(2).png,no discription,13,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_15pg.png,no discription,15,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_16pg(1).png,no discription,16,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_16pg(2).png,no discription,16,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_18pg(1).png,no discription,18,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_18pg(2).png,no discription,18,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_19pg(1).png,no discription,19,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_19pg(2).png,no discription,19,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_23pg.png,no discription,23,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_28pg.png,no discription,28,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_29pg.png,Übersicht des Triadischen Balletts,29,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_30pg.png,no discription,30,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_31pg.png,no discription,31,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_32pg.png,no discription,32,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_33pg.png,no discription,33,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_34pg.png,no discription,34,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_35pg.png,no discription,35,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_36pg.png,no discription,36,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_37pg.png,no discription,37,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_38pg.png,no discription,38,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_39pg.png,no discription,39,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_40pg.png,no discription,40,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_41pg.png,no discription,41,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_42pg.png,no discription,42,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_43pg.png,no discription,43,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_44pg.png,Aus der illustriertenHalbminatsschrift Das Theater,44,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_45pg.png,Klischee : Wasmuth Aus dem Buch Oskar Fishcel Das neue Bühhnenbild,45,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_47pg.png,no discription,47,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_63pg.png,"Farkas Molnar, U-Theater",63,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_65pg.png,"Farkas Molnar, U-Theater",65,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_66pg.png,"Farkas Molnar, U-Theater",66,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_67pg.png,"Farkas Molnar, Das U-Theater im Betrieb",67,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_68pg.png,"L.Moholy-Nagy, Bühnenszene Lautsprecher",68,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_69pg.png,"L.Moholy-Nagy, Der wohlwollende Herr",69,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_70pg.png,"L.Moholy-Nagy, Menschmechanik",70,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_71pg.png,"Marcel Breuer, Plakat zum Bauhaustanz",71,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_72pg.png,"Marcel Breuer, ABC-Hippodrom",72,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_73pg.png,"Marcel Breuer, ABC-Hippodrom",73,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_75pg.png,"Kurt Schmidt, Bühnenaufbau für das´Menchanische Ballett´",75,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_76pg.png,"Kurt Schmidt, mit F.W.Bogler und Georg Teltscher, Das Mechanische Ballett",76,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_77pg.png,"Kurt Schmidt, mit F.W.Bogler und Georg Teltscher, Das Mechanische Ballett",77,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_78pg.png,"Kurt Schmidt, mit F.W.Bogler und Georg Teltscher, Das Mechanische Ballett",78,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_79pg.png,"Kurt Schnidt, Mehsch`Maschine",79,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_80pg.png,"Kurt Schmidt, Mechanische Szene",80,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_81pg.png,"Kurt Schmidt, Bewegungsfolge eines mechanischen Bühnenspiels",81,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_82pg(1).png,"Kurt Schmidt, Bewegungsfolge eines mechanischen Bühnenspiels",82,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_82pg(2).png,"Kurt Schmidt, Bewegungsfolge eines mechanischen Bühnenspiels",82,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_83pg.png,"Kurt Schmidt, Figurinen aus dem Mann am Schaltbrett. 1924 Bauhaus",83,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
,/Users/ohyoungmo/Bauhausorbits/04_DieBuehneimBauhaus/04_DieBuehneimBauhaus_84pg.png,"Kurt Schmidt, Bühnenaufbau ´Der Mann am Schaltbrett´",84,-,-,Die Bühne im Bauhaus,"Walter Gropius, L.Moholy-Nagy"
